"LOCATION","Country","SUBJECT","Subject","SEX","Sex","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DNK","Denmark","YW99E4L1_ST","Water supply, sewerage, waste management and remediation activities (E)","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,13.35,,
"DNK","Denmark","YW99E4L1_ST","Water supply, sewerage, waste management and remediation activities (E)","TT","All persons","A","Annual","2022","2022","PER","Persons","3","Thousands",,,15.475,,
"NOR","Norway","YW99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,38.9,,
"NOR","Norway","YW99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,40.15,,
"NOR","Norway","YW99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,41.125,,
"NOR","Norway","YW99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,41.075,,
"NOR","Norway","YW99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,40.175,,
"NOR","Norway","YW99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,43.775,,
"NOR","Norway","YW99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,44.15,,
"NOR","Norway","YW99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,45.6,,
"NOR","Norway","YW99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,46.2,,
"NOR","Norway","YW99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,47.775,,
"NOR","Norway","YW99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,47.825,"B","Break"
"NOR","Norway","YW99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,46.95,,
"NOR","Norway","YW99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2022","2022","PER","Persons","3","Thousands",,,45.875,,
"HUN","Hungary","YW99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,77.3,,
"HUN","Hungary","YW99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,73.625,,
"HUN","Hungary","YW99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,85.975,,
"HUN","Hungary","YW99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,91.575,,
"HUN","Hungary","YW99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,88.7,,
"HUN","Hungary","YW99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,88.975,,
"HUN","Hungary","YW99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,98.35,,
"HUN","Hungary","YW99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,94.9,,
"HUN","Hungary","YW99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,96.65,,
"HUN","Hungary","YW99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,106.925,,
"HUN","Hungary","YW99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,118.2,"B","Break"
"HUN","Hungary","YW99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,139.75,,
"HUN","Hungary","YW99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2022","2022","PER","Persons","3","Thousands",,,136.65,,
"SWE","Sweden","YW99C4L1_ST","Manufacturing (C )","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,509.25,,
"SWE","Sweden","YW99C4L1_ST","Manufacturing (C )","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,523.75,,
"SWE","Sweden","YW99C4L1_ST","Manufacturing (C )","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,505.3,,
"SWE","Sweden","YW99C4L1_ST","Manufacturing (C )","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,492.225,,
"SWE","Sweden","YW99C4L1_ST","Manufacturing (C )","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,478.05,,
"SWE","Sweden","YW99C4L1_ST","Manufacturing (C )","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,475.9,,
"SWE","Sweden","YW99C4L1_ST","Manufacturing (C )","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,472.975,,
"SWE","Sweden","YW99C4L1_ST","Manufacturing (C )","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,480.175,,
"SWE","Sweden","YW99C4L1_ST","Manufacturing (C )","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,483.125,"B","Break"
"SWE","Sweden","YW99C4L1_ST","Manufacturing (C )","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,485.75,,
"SWE","Sweden","YW99C4L1_ST","Manufacturing (C )","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,472.9,"B","Break"
"SWE","Sweden","YW99C4L1_ST","Manufacturing (C )","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,472.25,,
"SWE","Sweden","YW99C4L1_ST","Manufacturing (C )","TT","All persons","A","Annual","2022","2022","PER","Persons","3","Thousands",,,466.425,,
"CZE","Czechia","YW994SL1_ST","Employees in Services (ISIC rev.4, G-U)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,2341.375,"B","Break"
"CZE","Czechia","YW994SL1_ST","Employees in Services (ISIC rev.4, G-U)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,2304.725,,
"CZE","Czechia","YW994SL1_ST","Employees in Services (ISIC rev.4, G-U)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,2302.15,,
"CZE","Czechia","YW994SL1_ST","Employees in Services (ISIC rev.4, G-U)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,2371.85,,
"CZE","Czechia","YW994SL1_ST","Employees in Services (ISIC rev.4, G-U)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,2375.8,,
"CZE","Czechia","YW994SL1_ST","Employees in Services (ISIC rev.4, G-U)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,2404.45,,
"CZE","Czechia","YW994SL1_ST","Employees in Services (ISIC rev.4, G-U)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,2460.15,,
"CZE","Czechia","YW994SL1_ST","Employees in Services (ISIC rev.4, G-U)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,2510.85,,
"CZE","Czechia","YW994SL1_ST","Employees in Services (ISIC rev.4, G-U)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,2578.2,,
"CZE","Czechia","YW994SL1_ST","Employees in Services (ISIC rev.4, G-U)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,2603.65,,
"CZE","Czechia","YW994SL1_ST","Employees in Services (ISIC rev.4, G-U)","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,2565.775,"B","Break"
"CZE","Czechia","YW994SL1_ST","Employees in Services (ISIC rev.4, G-U)","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,2606.525,,
"CZE","Czechia","YW994SL1_ST","Employees in Services (ISIC rev.4, G-U)","TT","All persons","A","Annual","2022","2022","PER","Persons","3","Thousands",,,2615.95,,
"POL","Poland","YW99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,825.275,,
"POL","Poland","YW99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,815.125,,
"POL","Poland","YW99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,828.45,,
"POL","Poland","YW99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,855.125,,
"POL","Poland","YW99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,850.725,,
"POL","Poland","YW99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,851.25,,
"POL","Poland","YW99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,873.775,,
"POL","Poland","YW99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,884.225,,
"POL","Poland","YW99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,877.075,,
"POL","Poland","YW99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,874.25,,
"POL","Poland","YW99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,894.175,"B","Break"
"POL","Poland","YW99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,985.05,,
"POL","Poland","YW99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2022","2022","PER","Persons","3","Thousands",,,1000.9,,
"KOR","Korea","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,337.5,,
"KOR","Korea","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,312.9,,
"KOR","Korea","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,322.4,,
"KOR","Korea","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,301,,
"KOR","Korea","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,322,,
"KOR","Korea","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,316,,
"KOR","Korea","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,321,,
"KOR","Korea","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,359,,
"KOR","Korea","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,349,,
"KOR","Korea","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,388,,
"KOR","Korea","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,364,,
"KOR","Korea","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,387,,
"KOR","Korea","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2022","2022","PER","Persons","3","Thousands",,,403,,
"JPN","Japan","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,3100,,
"JPN","Japan","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,2970,,
"JPN","Japan","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,3160,,
"JPN","Japan","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,2530,,
"JPN","Japan","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,2490,,
"JPN","Japan","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,2640,,
"JPN","Japan","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,2730,,
"JPN","Japan","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,2840,,
"JPN","Japan","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,2950,,
"JPN","Japan","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,3040,,
"JPN","Japan","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,3040,,
"JPN","Japan","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,3070,,
"JPN","Japan","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2022","2022","PER","Persons","3","Thousands",,,3150,,
"DEU","Germany","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,1728.7,,
"DEU","Germany","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,1777.8,,
"DEU","Germany","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,1807.9,,
"DEU","Germany","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,1653.625,,
"DEU","Germany","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,1695.275,,
"DEU","Germany","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,1750.675,,
"DEU","Germany","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,1798.575,,
"DEU","Germany","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,1853.4,,
"DEU","Germany","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,1853.45,,
"DEU","Germany","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,1901.375,"B","Break"
"DEU","Germany","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,1558.65,,
"DEU","Germany","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2022","2022","PER","Persons","3","Thousands",,,1786.075,,
"BEL","Belgium","YW99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,52.25,,
"BEL","Belgium","YW99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,56.25,,
"BEL","Belgium","YW99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,53.425,,
"BEL","Belgium","YW99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,58.95,,
"BEL","Belgium","YW99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,53.1,,
"BEL","Belgium","YW99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,52.025,,
"BEL","Belgium","YW99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,57.575,"B","Break"
"BEL","Belgium","YW99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,54.325,,
"BEL","Belgium","YW99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,53.125,,
"BEL","Belgium","YW99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,63.375,,
"BEL","Belgium","YW99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,62.875,"B","Break"
"BEL","Belgium","YW99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,63.9,,
"BEL","Belgium","YW99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2022","2022","PER","Persons","3","Thousands",,,62.875,,
"ITA","Italy","YW99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,437.35,,
"ITA","Italy","YW99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,418.75,,
"ITA","Italy","YW99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,402.525,,
"ITA","Italy","YW99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,409.1,,
"ITA","Italy","YW99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,382.65,,
"ITA","Italy","YW99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,391.05,,
"ITA","Italy","YW99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,397.45,,
"ITA","Italy","YW99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,440.025,,
"ITA","Italy","YW99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,439.8,,
"ITA","Italy","YW99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,436.2,,
"ITA","Italy","YW99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,445.2,"B","Break"
"ITA","Italy","YW99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,436.725,,
"ITA","Italy","YW99S4L1_ST","Other service activities (S)","TT","All persons","A","Annual","2022","2022","PER","Persons","3","Thousands",,,462.425,,
"DEU","Germany","YW99T4L1_ST","Activities of households as employers undifferentiated goods- and services-producing activities of households for own use (T)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,188.4,,
"DEU","Germany","YW99T4L1_ST","Activities of households as employers undifferentiated goods- and services-producing activities of households for own use (T)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,203.975,,
"DEU","Germany","YW99T4L1_ST","Activities of households as employers undifferentiated goods- and services-producing activities of households for own use (T)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,198.225,,
"DEU","Germany","YW99T4L1_ST","Activities of households as employers undifferentiated goods- and services-producing activities of households for own use (T)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,215.725,,
"DEU","Germany","YW99T4L1_ST","Activities of households as employers undifferentiated goods- and services-producing activities of households for own use (T)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,210.875,,
"DEU","Germany","YW99T4L1_ST","Activities of households as employers undifferentiated goods- and services-producing activities of households for own use (T)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,201.95,,
"DEU","Germany","YW99T4L1_ST","Activities of households as employers undifferentiated goods- and services-producing activities of households for own use (T)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,210.95,,
"DEU","Germany","YW99T4L1_ST","Activities of households as employers undifferentiated goods- and services-producing activities of households for own use (T)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,211.325,,
"DEU","Germany","YW99T4L1_ST","Activities of households as employers undifferentiated goods- and services-producing activities of households for own use (T)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,200.15,,
"DEU","Germany","YW99T4L1_ST","Activities of households as employers undifferentiated goods- and services-producing activities of households for own use (T)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,199.95,"B","Break"
"DEU","Germany","YW99T4L1_ST","Activities of households as employers undifferentiated goods- and services-producing activities of households for own use (T)","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,149.95,,
"DEU","Germany","YW99T4L1_ST","Activities of households as employers undifferentiated goods- and services-producing activities of households for own use (T)","TT","All persons","A","Annual","2022","2022","PER","Persons","3","Thousands",,,142.875,,
"FIN","Finland","YW99B4L1_ST","Mining and quarrying (B)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,6.425,,
"FIN","Finland","YW99B4L1_ST","Mining and quarrying (B)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,5.85,,
"FIN","Finland","YW99B4L1_ST","Mining and quarrying (B)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,5.775,,
"FIN","Finland","YW99B4L1_ST","Mining and quarrying (B)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,5.6,,
"FIN","Finland","YW99B4L1_ST","Mining and quarrying (B)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,4.65,"U","Low reliability"
"FIN","Finland","YW99B4L1_ST","Mining and quarrying (B)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,5.85,,
"FIN","Finland","YW99B4L1_ST","Mining and quarrying (B)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,5.825,,
"FIN","Finland","YW99B4L1_ST","Mining and quarrying (B)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,5.1,,
"FIN","Finland","YW99B4L1_ST","Mining and quarrying (B)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,5.975,,
"FIN","Finland","YW99B4L1_ST","Mining and quarrying (B)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,7.25,,
"FIN","Finland","YW99B4L1_ST","Mining and quarrying (B)","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,5.95,"B","Break"
"FIN","Finland","YW99B4L1_ST","Mining and quarrying (B)","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,4.325,"U","Low reliability"
"FIN","Finland","YW99B4L1_ST","Mining and quarrying (B)","TT","All persons","A","Annual","2022","2022","PER","Persons","3","Thousands",,,5.925,,
"CZE","Czechia","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,24.075,"B","Break"
"CZE","Czechia","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,24.9,,
"CZE","Czechia","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,24.45,,
"CZE","Czechia","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,26.375,,
"CZE","Czechia","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,22.075,,
"CZE","Czechia","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,22.125,,
"CZE","Czechia","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,21,,
"CZE","Czechia","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,22.7,,
"CZE","Czechia","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,24.675,,
"CZE","Czechia","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,22.25,,
"CZE","Czechia","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,21.875,"B","Break"
"CZE","Czechia","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,25.325,,
"CZE","Czechia","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2022","2022","PER","Persons","3","Thousands",,,24.95,,
"GRC","Greece","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,2.65,"U","Low reliability"
"GRC","Greece","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,2.7,"U","Low reliability"
"GRC","Greece","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,2.5,"U","Low reliability"
"GRC","Greece","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,3.05,"B","Break"
"GRC","Greece","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,4.775,"U","Low reliability"
"GRC","Greece","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2022","2022","PER","Persons","3","Thousands",,,6.05,,
"TUR","Türkiye","YW99U4L1_ST","Activities of extraterritorial organisations and bodies (U)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,4.75,"U","Low reliability"
"TUR","Türkiye","YW99U4L1_ST","Activities of extraterritorial organisations and bodies (U)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,5.525,"U","Low reliability"
"TUR","Türkiye","YW99U4L1_ST","Activities of extraterritorial organisations and bodies (U)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,6.075,"U","Low reliability"
"TUR","Türkiye","YW99U4L1_ST","Activities of extraterritorial organisations and bodies (U)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,9.225,,
"TUR","Türkiye","YW99U4L1_ST","Activities of extraterritorial organisations and bodies (U)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,8.125,,
"TUR","Türkiye","YW99U4L1_ST","Activities of extraterritorial organisations and bodies (U)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,5.825,"U","Low reliability"
"TUR","Türkiye","YW99U4L1_ST","Activities of extraterritorial organisations and bodies (U)","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,6.8,"U","Low reliability"
